author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Sense Development;developer;https://www.cian.ru/sale/flat/306200146/;Москва;sale;flat;13;13;2;140.9;99873000;2024;-1;Монолитный;-1;Предчистовая;121,3 м²;8,3 м²;74951374803;Даниловский; Даниловский Вал;1А;Тульская;Logos
Sense Development;developer;https://www.cian.ru/sale/flat/308552931/;Москва;sale;flat;3;13;-1;29.2;25999988;2024;-1;Монолитный;-1;Предчистовая;20,3 м²;3,9 м²;74951374803;Даниловский; Даниловский Вал;1А;Тульская;Logos
Sense Development;developer;https://www.cian.ru/sale/flat/298147684/;Москва;sale;flat;12;13;1;72.7;49372000;2024;-1;Монолитный;-1;Предчистовая;40,6 м²;27,1 м²;74951374803;Даниловский; Даниловский Вал;1А;Тульская;Logos
MR Group;developer;https://www.cian.ru/sale/flat/312667047/;Москва;sale;flat;2;7;2;142.39;334616500;2026;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;44,7 м²;43,3 м²;74951389336;Арбат;Крестовоздвиженский переулок;4;Арбатская;LUCE
MR Group;developer;https://www.cian.ru/sale/flat/308088545/;Москва;sale;flat;2;7;3;198.51;466498500;2026;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;59,3 м²;18,6 м²;74951389336;Арбат;Крестовоздвиженский переулок;4;Арбатская;LUCE
MR Group;developer;https://www.cian.ru/sale/flat/308088559/;Москва;sale;flat;3;7;1;78.34;195850000;2026;-1;Монолитно-кирпичный;-1;Предчистовая, чистовая;19,1 м²;29,7 м²;74951389336;Арбат;Крестовоздвиженский переулок;4;Арбатская;LUCE
VESPER;developer;https://www.cian.ru/sale/flat/307544571/;Москва;sale;flat;2;21;3;157.8;204207718;2023;-1;Монолитный;-1;Предчистовая, чистовая, чистовая с мебелью;-1;46,2 м²;79842175703;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
VESPER;developer;https://www.cian.ru/sale/flat/306541543/;Москва;sale;flat;18;21;4;234.3;390424228;2023;-1;Монолитный;-1;Предчистовая, чистовая, чистовая с мебелью;-1;27,1 м²;79842175703;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
VESPER;developer;https://www.cian.ru/sale/flat/306541564/;Москва;sale;flat;18;21;1;65.5;108320625;2023;-1;Монолитный;-1;Предчистовая, чистовая, чистовая с мебелью;15,5 м²;26,9 м²;79842175703;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Hutton Development;developer;https://www.cian.ru/sale/flat/305627366/;Москва;sale;flat;8;17;3;142.1;92507100;2024;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая, черновая, чистовая;92,3 м²;8,2 м²;74996486209;Гагаринский;Ленинский проспект;38Ак1;Ленинский проспект;Lunar
Hutton Development;developer;https://www.cian.ru/sale/flat/305627310/;Москва;sale;flat;6;8;1;32.0;24000000;2024;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая, черновая, чистовая;4,4 м²;9,5 м²;74996486209;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
Hutton Development;developer;https://www.cian.ru/sale/flat/313483422/;Москва;sale;flat;10;17;1;51.3;38000000;2024;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая, черновая, чистовая;30,7 м²;-1;74996486209;Гагаринский;Ленинский проспект;38Ак1;Ленинский проспект;Lunar
MR Group;developer;https://www.cian.ru/sale/flat/315725418/;Москва;sale;flat;9;44;1;30.33;18431541;2025;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;-1;-1;74951387065;Марьина роща;4-я Марьиной рощи;12К3;Марьина Роща;Mod
MR Group;developer;https://www.cian.ru/sale/flat/305978173/;Москва;sale;flat;8;44;1;40.43;24229699;2025;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;-1;-1;74951387065;Марьина роща;4-я Марьиной рощи;12К3;Марьина Роща;Mod
MR Group;developer;https://www.cian.ru/sale/flat/314835417/;Москва;sale;flat;19;55;2;65.51;32791751;2025;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;-1;-1;74951387065;Марьина роща;4-я Марьиной рощи;12к2;Рижская;Mod
MR Group;developer;https://www.cian.ru/sale/flat/315725415/;Москва;sale;flat;15;44;3;85.73;43619424;2025;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая, чистовая;-1;-1;74951387065;Марьина роща;4-я Марьиной рощи;12К3;Марьина Роща;Mod
Колди;developer;https://www.cian.ru/sale/flat/307116386/;Москва;sale;flat;11;21;1;37.29;11965615;2025;-1;Монолитно-кирпичный;-1;Без отделки;-1;-1;74951370086;Нижегородский;Автомобильный проезд;4;Калитники;N’ICE LOFT
Колди;developer;https://www.cian.ru/sale/flat/309581129/;Москва;sale;flat;2;21;1;38.21;12383861;2025;-1;Монолитно-кирпичный;-1;Без отделки;-1;-1;74951370086;Нижегородский;Автомобильный проезд;4;Калитники;N’ICE LOFT
Колди;developer;https://www.cian.ru/sale/flat/302241316/;Москва;sale;flat;2;21;1;43.91;13266089;2025;-1;Монолитно-кирпичный;-1;Без отделки;-1;-1;74951370086;Нижегородский;Автомобильный проезд;4;Калитники;N’ICE LOFT
Колди;developer;https://www.cian.ru/sale/flat/304735365/;Москва;sale;flat;4;21;2;44.56;13771268;2025;-1;-1;-1;Без отделки;-1;-1;74951370086;Нижегородский;Автомобильный проезд;4;Калитники;N’ICE LOFT
Колди;developer;https://www.cian.ru/sale/flat/309581158/;Москва;sale;flat;8;21;2;47.73;14520420;2025;-1;Монолитно-кирпичный;-1;Без отделки;-1;-1;74951370086;Нижегородский;Автомобильный проезд;4;Калитники;N’ICE LOFT
Основа;developer;https://www.cian.ru/sale/flat/315116575/;Москва;sale;flat;6;29;-1;23.3;10857800;2026;-1;Монолитный;-1;Без отделки, предчистовая;15,5 м²;2,8 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116477/;Москва;sale;flat;9;29;-1;25.3;10918101;2026;-1;Монолитный;-1;Без отделки, предчистовая;16,3 м²;4 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116254/;Москва;sale;flat;6;29;-1;25.8;11140440;2026;-1;Монолитный;-1;Без отделки, предчистовая;17,5 м²;3,3 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/311440383/;Москва;sale;flat;4;29;-1;27.1;10636750;2026;-1;Монолитный;-1;Без отделки, предчистовая;17,9 м²;4,2 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116249/;Москва;sale;flat;4;29;-1;27.7;10996900;2026;-1;Монолитный;-1;Без отделки, предчистовая;18,7 м²;4 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/286346571/;Москва;sale;flat;6;29;-1;28.8;11646720;2026;-1;Монолитный;-1;Без отделки, предчистовая;21,8 м²;2 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116218/;Москва;sale;flat;15;29;1;29.9;13410150;2026;-1;Монолитный;-1;Без отделки, предчистовая;10,5 м²;11,6 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116261/;Москва;sale;flat;15;29;-1;29.9;12776270;2026;-1;Монолитный;-1;Без отделки, предчистовая;20,5 м²;4,4 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/286346564/;Москва;sale;flat;6;29;-1;31.2;12395760;2026;-1;Монолитный;-1;Без отделки, предчистовая;22,3 м²;3,9 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/286346737/;Москва;sale;flat;3;29;-1;32.2;11794860;2026;-1;Монолитный;-1;Без отделки, предчистовая;22,3 м²;4,2 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116207/;Москва;sale;flat;8;29;1;36.8;14112800;2026;-1;Монолитный;-1;Без отделки, предчистовая;16,1 м²;12 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315453545/;Москва;sale;flat;2;29;1;41.3;14661500;2026;-1;Монолитный;-1;Без отделки, предчистовая;16,2 м²;14,4 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116548/;Москва;sale;flat;2;29;-1;41.3;13918100;2026;-1;Монолитный;-1;Без отделки, предчистовая;32,1 м²;4,2 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116540/;Москва;sale;flat;2;29;2;42.1;14356100;2026;-1;Монолитный;-1;Без отделки, предчистовая;31,6 м²;5,5 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116543/;Москва;sale;flat;2;29;1;42.6;14569200;2026;-1;Монолитный;-1;Без отделки, предчистовая;13,2 м²;15,5 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116498/;Москва;sale;flat;3;29;2;43.3;14912520;2026;-1;-1;-1;Неизвестно;32 м²;6,3 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/315116133/;Москва;sale;flat;3;29;1;44.1;14919030;2026;-1;-1;-1;Неизвестно;15,3 м²;16,7 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Основа;developer;https://www.cian.ru/sale/flat/286346554/;Москва;sale;flat;2;29;3;56.8;18289600;2026;-1;Монолитный;-1;Без отделки, предчистовая;43,6 м²;8,2 м²;74951377247;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/302833892/;Москва;sale;flat;50;66;4;224.8;200634000;2020;-1;Монолитный;-1;Без отделки, чистовая;-1;-1;74951370624;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
СТ Тауэрс;developer;https://www.cian.ru/sale/flat/315767027/;Москва;sale;flat;2;78;2;64.1;54485000;2019;-1;Монолитный;-1;Без отделки, чистовая;41 м²;10 м²;74951370624;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
Новый Формат;developer;https://www.cian.ru/sale/flat/311942708/;Москва;sale;flat;1;5;1;34.1;11195030;2023;-1;Кирпичный;-1;Чистовая, чистовая с мебелью;-1;-1;74951375350;Кузьминки;Жигулевская ;4К1;Кузьминки;New Form Жигулевская
Новый Формат;developer;https://www.cian.ru/sale/flat/314646557/;Москва;sale;flat;2;5;1;34.1;10800698;2024;-1;Кирпичный;-1;Чистовая, чистовая с мебелью;-1;-1;74951375350;Кузьминки;Жигулевская ;4К2;Кузьминки;New Form Жигулевская
MR Group;developer;https://www.cian.ru/sale/flat/315367104/;Москва;sale;flat;3;7;2;130.0;325000000;2028;-1;Монолитно-кирпичный;-1;Предчистовая;-1;-1;74951370491;Тверской;Никольская ;8;Площадь Революции;Nicole
MR Group;developer;https://www.cian.ru/sale/flat/315367108/;Москва;sale;flat;5;7;3;205.5;637050000;2028;-1;Монолитно-кирпичный;-1;Предчистовая;-1;-1;74951370491;Тверской;Никольская ;8;Площадь Революции;Nicole
MR Group;developer;https://www.cian.ru/sale/flat/315367103/;Москва;sale;flat;5;7;1;75.5;256700000;2028;-1;Монолитно-кирпичный;-1;Предчистовая;-1;-1;74951370491;Тверской;Никольская ;8;Площадь Революции;Nicole
Основа;developer;https://www.cian.ru/sale/flat/296007126/;Москва;sale;flat;9;19;-1;39.9;30723000;2024;-1;Монолитно-кирпичный;-1;-;20,7 м²;8 м²;74951465137;Красносельский;проспект Академика Сахарова;7;Красные ворота;RED7
Основа;developer;https://www.cian.ru/sale/flat/286250328/;Москва;sale;flat;13;19;2;52.9;47610000;2024;-1;Монолитно-кирпичный;-1;-;32,4 м²;7,1 м²;74951465137;Красносельский;проспект Академика Сахарова;7;Красные ворота;RED7
MR Group;developer;https://www.cian.ru/sale/flat/311624808/;Москва;sale;flat;2;59;1;23.0;10634096;2028;-1;Монолитно-кирпичный;-1;Без отделки;8,6 м²;-1;74951346358;Можайский;Верейская ;29С32А;Давыдково;SET
MR Group;developer;https://www.cian.ru/sale/flat/308940111/;Москва;sale;flat;6;59;1;23.5;11080344;2028;-1;Монолитно-кирпичный;-1;Без отделки;8,7 м²;-1;74951346358;Можайский;Верейская ;29С32А;Давыдково;SET
MR Group;developer;https://www.cian.ru/sale/flat/311624843/;Москва;sale;flat;2;59;1;34.1;15040010;2028;-1;Монолитно-кирпичный;-1;Без отделки;21,4 м²;-1;74951346358;Можайский;Верейская ;29С32А;Давыдково;SET
MR Group;developer;https://www.cian.ru/sale/flat/311624848/;Москва;sale;flat;2;59;2;54.4;20292941;2028;-1;Монолитно-кирпичный;-1;Без отделки;36,4 м²;-1;74951346358;Можайский;Верейская ;29С32А;Давыдково;SET
MR Group;developer;https://www.cian.ru/sale/flat/311624834/;Москва;sale;flat;2;59;3;78.0;26577408;2028;-1;Монолитно-кирпичный;-1;Без отделки;49,9 м²;-1;74951346358;Можайский;Верейская ;29С32А;Давыдково;SET
Киноцентр;developer;https://www.cian.ru/sale/flat/307004325/;Москва;sale;flat;14;20;4;122.2;117617500;2024;-1;-1;-1;Предчистовая;-1;-1;74951379204;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Киноцентр;developer;https://www.cian.ru/sale/flat/308070372/;Москва;sale;flat;8;20;3;89.7;76245000;2024;-1;-1;-1;Предчистовая;-1;-1;74951379204;Пресненский; Красная Пресня;3;Краснопресненская;SkyView
Киноцентр;developer;https://www.cian.ru/sale/flat/315652192/;Москва;sale;flat;8;20;2;94.5;94500000;2024;-1;-1;-1;Предчистовая;-1;-1;74951379204;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
FORMA;developer;https://www.cian.ru/sale/flat/314249544/;Москва;sale;flat;17;29;1;41.2;25811800;2026;-1;Монолитный;-1;Без отделки, предчистовая, чистовая, чистовая с мебелью;12,1 м²;14,1 м²;74951374358;Аэропорт;2-й Амбулаторный проезд;23АС4;Сокол;SOUL
MR Group;developer;https://www.cian.ru/sale/flat/307821270/;Москва;sale;flat;18;36;1;27.1;19287612;2024;-1;Монолитный;-1;Предчистовая, чистовая;15,1 м²;-1;74951374843;Савеловский;2-я Хуторская;34;Дмитровская;SYMPHONY 34
MR Group;developer;https://www.cian.ru/sale/flat/300288766/;Москва;sale;flat;40;54;1;28.8;20752243;2024;-1;Монолитный;-1;Предчистовая, чистовая;9 м²;-1;74951374843;Савеловский;2-я Хуторская;34;Дмитровская;SYMPHONY 34
MR Group;developer;https://www.cian.ru/sale/flat/300287886/;Москва;sale;flat;6;43;2;58.5;29895548;2024;-1;Монолитный;-1;Предчистовая, чистовая;24,1 м²;-1;74951374843;Савеловский;2-я Хуторская;34;Дмитровская;SYMPHONY 34
MR Group;developer;https://www.cian.ru/sale/flat/300288094/;Москва;sale;flat;5;43;3;85.9;41501297;2024;-1;Монолитный;-1;Предчистовая, чистовая;35,7 м²;-1;74951374843;Савеловский;2-я Хуторская;34;Дмитровская;SYMPHONY 34
Tekta Group;developer;https://www.cian.ru/sale/flat/315468691/;Москва;sale;flat;11;34;1;31.2;16039920;2026;-1;Монолитно-кирпичный;-1;Без отделки;14,2 м²;-1;74951379105;Нагорный;Электролитный проезд;12Б;Нагорная;Twelve
Tekta Group;developer;https://www.cian.ru/sale/flat/301425716/;Москва;sale;flat;32;34;2;39.6;18910812;2026;-1;Монолитно-кирпичный;-1;Без отделки;23,8 м²;-1;74951379105;Нагорный;Электролитный проезд;12Б;Нагорная;Twelve
Tekta Group;developer;https://www.cian.ru/sale/flat/309371113/;Москва;sale;flat;27;34;3;55.1;24731748;2026;-1;Монолитно-кирпичный;-1;Без отделки;36,2 м²;-1;74951379105;Нагорный;Электролитный проезд;12Б;Нагорная;Twelve
Основа;developer;https://www.cian.ru/sale/flat/310509673/;Москва;sale;flat;19;28;1;25.7;13685250;2025;-1;Монолитно-кирпичный;-1;Без отделки;18,2 м²;2,5 м²;74951347274;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
Основа;developer;https://www.cian.ru/sale/flat/314486234/;Москва;sale;flat;4;28;1;26.5;11925000;2025;-1;Монолитно-кирпичный;-1;Без отделки;14,6 м²;4,4 м²;74951347274;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
Основа;developer;https://www.cian.ru/sale/flat/309096906/;Москва;sale;flat;2;21;1;27.9;10657800;2027;-1;-1;-1;Без отделки;18,2 м²;4,7 м²;74996486242;Соколиная гора;8-я Соколиной Горы;26;Соколиная гора;UNO.Соколиная Гора
Основа;developer;https://www.cian.ru/sale/flat/309197896/;Москва;sale;flat;2;17;1;31.2;11731200;2027;-1;-1;-1;Без отделки;17,8 м²;8,4 м²;74996486242;Соколиная гора;8-я Соколиной Горы;26;Соколиная гора;UNO.Соколиная Гора
Основа;developer;https://www.cian.ru/sale/flat/304958462/;Москва;sale;flat;2;31;1;23.5;13160000;2024;-1;Монолитно-кирпичный;-1;Без отделки;16,5 м²;2 м²;74951374125;Марфино;Ботаническая ;29Ак3;Владыкино;VERY
Основа;developer;https://www.cian.ru/sale/flat/313280578/;Москва;sale;flat;29;31;1;46.3;25002000;2024;-1;Монолитно-кирпичный;-1;Без отделки;18,6 м²;13,7 м²;74951374125;Марфино;Ботаническая ;29Ак3;Улица Милашенкова;VERY
VESPER;developer;https://www.cian.ru/sale/flat/286258299/;Москва;sale;flat;5;9;2;104.2;174388599;2023;-1;Монолитный;-1;Чистовая с мебелью;-1;28 м²;74951474575;Тверской;1-я Тверская-Ямская;2А;Маяковская;Vesper Tverskaya
VESPER;developer;https://www.cian.ru/sale/flat/306599723/;Москва;sale;flat;9;9;-1;31.2;67729662;2023;-1;Монолитный;-1;Чистовая с мебелью;-1;-1;74951474575;Тверской;1-я Тверская-Ямская;2А;Маяковская;Vesper Tverskaya
VESPER;developer;https://www.cian.ru/sale/flat/307211222/;Москва;sale;flat;8;9;1;57.6;136216080;2023;-1;Монолитный;-1;Чистовая с мебелью;-1;-1;74951474575;Тверской;1-я Тверская-Ямская;2А;Маяковская;Vesper Tverskaya
ЛСР;developer;https://www.cian.ru/sale/flat/295836356/;Москва;sale;flat;2;52;1;22.0;12588950;2026;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;14,8 м²;-1;74951377214;Москворечье-Сабурово; Борисовские Пруды;1;Борисово;WAVE
ЛСР;developer;https://www.cian.ru/sale/flat/295836352/;Москва;sale;flat;2;52;1;22.7;12882204;2026;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;16 м²;-1;74951377214;Москворечье-Сабурово; Борисовские Пруды;1;Борисово;WAVE
ЛСР;developer;https://www.cian.ru/sale/flat/303288493/;Москва;sale;flat;27;52;1;23.9;10711382;2026;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;16,4 м²;-1;74951377214;Москворечье-Сабурово; Борисовские Пруды;1;Борисово;WAVE
ЛСР;developer;https://www.cian.ru/sale/flat/295835311/;Москва;sale;flat;23;52;1;24.5;10740849;2026;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;17,8 м²;-1;74951377214;Москворечье-Сабурово; Борисовские Пруды;1;Борисово;WAVE
ЛСР;developer;https://www.cian.ru/sale/flat/295835977/;Москва;sale;flat;23;52;1;25.6;11995468;2026;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;12,4 м²;5,1 м²;74951377214;Москворечье-Сабурово; Борисовские Пруды;1;Борисово;WAVE
ЛСР;developer;https://www.cian.ru/sale/flat/303288498/;Москва;sale;flat;27;52;1;33.8;14835394;2026;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;12,5 м²;14,5 м²;74951377214;Москворечье-Сабурово; Борисовские Пруды;1;Борисово;WAVE
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315702470/;Москва;sale;flat;3;6;1;38.7;22252500;2023;-1;Монолитный;-1;Без отделки;7,7 м²;22,5 м²;74996491496;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315702508/;Москва;sale;flat;2;6;2;44.2;26078000;2023;-1;Монолитный;-1;Без отделки;-1;-1;74996491496;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315702486/;Москва;sale;flat;4;6;3;80.0;43600000;2023;-1;Монолитный;-1;Без отделки;-1;-1;74996491496;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
Ташир;developer;https://www.cian.ru/sale/flat/291690140/;Москва;sale;flat;15;21;-1;34.7;14782200;2020;-1;Монолитный;-1;Предчистовая, чистовая;24,9 м²;-1;74951347269;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Ташир;developer;https://www.cian.ru/sale/flat/307067005/;Москва;sale;flat;14;21;-1;34.7;14712800;2020;-1;Монолитный;-1;Предчистовая, чистовая;24,9 м²;-1;74951347269;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Ташир;developer;https://www.cian.ru/sale/flat/315290484/;Москва;sale;flat;14;21;2;47.9;19610260;2020;-1;Монолитный;-1;Предчистовая, чистовая;34,5 м²;-1;74951347269;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Ташир;developer;https://www.cian.ru/sale/flat/315439645/;Москва;sale;flat;2;21;3;73.2;29280000;2020;-1;Монолитный;-1;Предчистовая, чистовая;43,6 м²;9,3 м²;74951347269;Очаково-Матвеевское;Аминьевское шоссе;6;Давыдково;West Tower (Апартаменты бизнес-класса)
Минские холмы;developer;https://www.cian.ru/sale/flat/314651576/;Москва;sale;flat;10;52;2;51.9;22556466;2024;-1;Монолитный;-1;Без отделки;34,3 м²;6,3 м²;74997095668;Раменки;проспект Генерала Дорохова;49к2;Раменки;Will Towers
